%StNo BotDep	TimeJ	T090C	DepSM	PrDM	SeaTurbMtr
08 47	7.529895	9.5164	42.359	42.760	0.542
08 47	7.529895	9.5165	42.384	42.785	0.538
08 47	7.529896	9.5156	42.408	42.809	0.538
08 47	7.529896	9.5157	42.419	42.821	0.542
08 47	7.529897	9.5156	42.444	42.845	0.542
08 47	7.529897	9.5154	42.480	42.881	0.535
08 47	7.529898	9.5156	42.480	42.881	0.535
08 47	7.529898	9.5154	42.504	42.906	0.538
08 47	7.529899	9.5156	42.553	42.955	0.538
08 47	7.529899	9.5156	42.553	42.955	0.538
08 47	7.529900	9.5158	42.588	42.991	0.538
08 47	7.529900	9.5161	42.588	42.991	0.538
08 47	7.529901	9.5160	42.637	43.040	0.546
08 47	7.529901	9.5160	42.648	43.052	0.553
08 47	7.529902	9.5161	42.660	43.063	0.549
08 47	7.529902	9.5160	42.697	43.101	0.546
08 47	7.529903	9.5161	42.709	43.113	0.542
08 47	7.529903	9.5161	42.744	43.149	0.542
08 47	7.529904	9.5159	42.757	43.162	0.538
08 47	7.529904	9.5160	42.780	43.185	0.535
08 47	7.529905	9.5159	42.817	43.222	0.531
08 47	7.529905	9.5160	42.829	43.234	0.531
08 47	7.529905	9.5160	42.853	43.258	0.531
08 47	7.529906	9.5156	42.877	43.283	0.531
08 47	7.529906	9.5156	42.900	43.306	0.535
08 47	7.529907	9.5157	42.925	43.331	0.535
08 47	7.529907	9.5155	42.938	43.344	0.535
08 47	7.529908	9.5156	42.980	43.386	0.535
08 47	7.529908	9.5156	42.985	43.391	0.535
08 47	7.529909	9.5154	43.009	43.416	0.535
08 47	7.529909	9.5156	43.033	43.440	0.535
08 47	7.529910	9.5154	43.045	43.452	0.535
08 47	7.529910	9.5156	43.081	43.488	0.538
08 47	7.529911	9.5151	43.094	43.501	0.538
08 47	7.529911	9.5151	43.129	43.537	0.538
08 47	7.529912	9.5151	43.154	43.562	0.538
08 47	7.529912	9.5148	43.154	43.562	0.542
08 47	7.529913	9.5145	43.189	43.598	0.546
08 47	7.529913	9.5148	43.214	43.623	0.542
08 47	7.529914	9.5148	43.236	43.645	0.542
08 47	7.529914	9.5148	43.274	43.683	0.542
08 47	7.529915	9.5147	43.274	43.683	0.542
08 47	7.529915	9.5148	43.310	43.719	0.542
08 47	7.529916	9.5148	43.316	43.726	0.538
08 47	7.529916	9.5147	43.345	43.755	0.538
08 47	7.529917	9.5146	43.357	43.767	0.535
08 47	7.529917	9.5145	43.381	43.791	0.535
08 47	7.529918	9.5141	43.405	43.816	0.535
08 47	7.529918	9.5142	43.430	43.841	0.535
08 47	7.529918	9.5140	43.454	43.865	0.538
08 47	7.529919	9.5142	43.465	43.877	0.538
08 47	7.529919	9.5138	43.501	43.913	0.535
08 47	7.529920	9.5140	43.501	43.913	0.531
08 47	7.529920	9.5137	43.537	43.949	0.527
08 47	7.529921	9.5131	43.543	43.955	0.531
08 47	7.529921	9.5127	43.586	43.998	0.535
08 47	7.529922	9.5124	43.586	43.998	0.535
08 47	7.529922	9.5124	43.621	44.034	0.549
08 47	7.529923	9.5122	43.621	44.034	0.564
08 47	7.529923	9.5121	43.657	44.070	0.560
08 47	7.529924	9.5121	43.682	44.095	0.557
08 47	7.529924	9.5119	43.695	44.108	0.546
08 47	7.529925	9.5117	43.717	44.131	0.542
08 47	7.529925	9.5117	43.724	44.137	0.542
08 47	7.529926	9.5112	43.766	44.180	0.546
08 47	7.529926	9.5110	43.777	44.192	0.546
08 47	7.529927	9.5114	43.802	44.216	0.549
08 47	7.529927	9.5114	43.815	44.229	0.546
08 47	7.529928	9.5115	43.837	44.252	0.542
08 47	7.529928	9.5114	43.850	44.265	0.538
08 47	7.529929	9.5115	43.875	44.290	0.542
08 47	7.529929	9.5114	43.893	44.308	0.538
08 47	7.529930	9.5107	43.935	44.351	0.538
08 47	7.529930	9.5101	43.935	44.351	0.542
08 47	7.529931	9.5094	43.958	44.374	0.546
08 47	7.529931	9.5091	43.982	44.398	0.542
08 47	7.529932	9.5090	43.995	44.411	0.538
08 47	7.529932	9.5091	44.018	44.434	0.535
08 47	7.529932	9.5091	44.049	44.465	0.535
08 47	7.529933	9.5088	44.055	44.472	0.531
08 47	7.529933	9.5090	44.091	44.508	0.531
08 47	7.529934	9.5091	44.102	44.520	0.527
08 47	7.529934	9.5089	44.127	44.544	0.527
08 47	7.529935	9.5093	44.151	44.569	0.531
08 47	7.529935	9.5093	44.169	44.587	0.531
08 47	7.529936	9.5095	44.187	44.605	0.538
08 47	7.529936	9.5096	44.198	44.616	0.542
08 47	7.529937	9.5096	44.236	44.654	0.542
08 47	7.529937	9.5101	44.258	44.677	0.542
08 47	7.529938	9.5101	44.271	44.690	0.542
08 47	7.529938	9.5100	44.289	44.708	0.546
08 47	7.529939	9.5091	44.318	44.738	0.546
08 47	7.529939	9.5073	44.331	44.751	0.542
08 47	7.529940	9.5064	44.356	44.775	0.538
08 47	7.529940	9.5057	44.367	44.787	0.542
08 47	7.529941	9.5052	44.367	44.787	0.538
08 47	7.529941	9.5053	44.445	44.866	0.535
08 47	7.529942	9.5051	44.427	44.848	0.535
08 47	7.529942	9.5053	44.463	44.884	0.535
08 47	7.529943	9.5056	44.487	44.908	0.535
08 47	7.529943	9.5057	44.487	44.908	0.535
08 47	7.529944	9.5054	44.528	44.949	0.535
08 47	7.529944	9.5054	44.536	44.958	0.535
08 47	7.529945	9.5051	44.572	44.994	0.538
08 47	7.529945	9.5040	44.583	45.005	0.542
08 47	7.529946	9.5022	44.608	45.030	0.549
08 47	7.529946	9.5012	44.625	45.048	0.549
08 47	7.529946	9.5005	44.643	45.066	0.542
08 47	7.529947	9.5004	44.679	45.102	0.538
08 47	7.529947	9.5001	44.692	45.115	0.538
08 47	7.529948	9.4998	44.721	45.144	0.542
08 47	7.529948	9.4996	44.728	45.151	0.546
08 47	7.529949	9.4991	44.763	45.187	0.549
08 47	7.529949	9.4983	44.776	45.200	0.549
08 47	7.529950	9.4976	44.788	45.212	0.549
08 47	7.529950	9.4972	44.828	45.253	0.549
08 47	7.529951	9.4971	44.837	45.261	0.557
08 47	7.529951	9.4975	44.859	45.284	0.553
08 47	7.529952	9.4970	44.884	45.309	0.549
08 47	7.529952	9.4973	44.902	45.327	0.546
08 47	7.529953	9.4970	44.919	45.345	0.546
08 47	7.529953	9.4969	44.957	45.382	0.546
08 47	7.529954	9.4963	44.957	45.382	0.546
08 47	7.529954	9.4964	44.997	45.423	0.542
08 47	7.529955	9.4971	45.004	45.430	0.542
08 47	7.529955	9.4965	45.028	45.454	0.542
08 47	7.529956	9.4959	45.053	45.479	0.542
08 47	7.529956	9.4958	45.082	45.509	0.542
08 47	7.529957	9.4958	45.100	45.527	0.542
08 47	7.529957	9.4957	45.113	45.540	0.546
08 47	7.529958	9.4953	45.149	45.576	0.549
08 47	7.529958	9.4953	45.153	45.581	0.549
08 47	7.529959	9.4952	45.197	45.625	0.546
08 47	7.529959	9.4942	45.197	45.625	0.542
08 47	7.529959	9.4938	45.233	45.661	0.546
08 47	7.529960	9.4932	45.249	45.678	0.557
08 47	7.529960	9.4928	45.280	45.709	0.579
08 47	7.529961	9.4927	45.317	45.746	0.586
08 47	7.529961	9.4924	45.322	45.751	0.579
08 47	7.529962	9.4925	45.340	45.769	0.568
08 47	7.529962	9.4924	45.378	45.807	0.560
08 47	7.529963	9.4922	45.389	45.819	0.557
08 47	7.529963	9.4925	45.418	45.848	0.553
08 47	7.529964	9.4931	45.425	45.855	0.549
08 47	7.529964	9.4930	45.449	45.879	0.546
08 47	7.529965	9.4931	45.501	45.932	0.542
08 47	7.529965	9.4932	45.498	45.929	0.542
08 47	7.529966	9.4932	45.534	45.965	0.542
08 47	7.529966	9.4929	45.558	45.989	0.542
08 47	7.529967	9.4929	45.574	46.006	0.542
08 47	7.529967	9.4923	45.605	46.037	0.546
08 47	7.529968	9.4917	45.618	46.050	0.546
08 47	7.529968	9.4916	45.646	46.078	0.546
08 47	7.529969	9.4916	45.665	46.097	0.549
08 47	7.529969	9.4917	45.690	46.122	0.549
08 47	7.529970	9.4917	45.706	46.138	0.546
08 47	7.529970	9.4919	45.738	46.171	0.542
08 47	7.529971	9.4922	45.761	46.194	0.538
08 47	7.529971	9.4917	45.790	46.224	0.535
08 47	7.529972	9.4915	45.798	46.232	0.538
08 47	7.529972	9.4912	45.834	46.268	0.546
08 47	7.529973	9.4916	45.837	46.271	0.549
08 47	7.529973	9.4915	45.859	46.293	0.553
08 47	7.529973	9.4918	45.906	46.340	0.549
08 47	7.529974	9.4916	45.911	46.345	0.546
08 47	7.529974	9.4917	45.941	46.376	0.542
08 47	7.529975	9.4912	45.966	46.401	0.542
08 47	7.529975	9.4911	45.982	46.417	0.560
08 47	7.529976	9.4905	46.002	46.437	0.568
08 47	7.529976	9.4891	46.039	46.475	0.564
08 47	7.529977	9.4880	46.042	46.478	0.557
08 47	7.529977	9.4877	46.075	46.511	0.549
08 47	7.529978	9.4879	46.086	46.522	0.549
08 47	7.529978	9.4874	46.127	46.563	0.549
08 47	7.529979	9.4872	46.146	46.583	0.546
08 47	7.529979	9.4867	46.151	46.588	0.549
08 47	7.529980	9.4862	46.182	46.619	0.553
08 47	7.529980	9.4864	46.195	46.632	0.553
08 47	7.529981	9.4856	46.211	46.649	0.553
08 47	7.529981	9.4853	46.242	46.680	0.553
08 47	7.529982	9.4854	46.255	46.693	0.549
08 47	7.529982	9.4850	46.296	46.734	0.549
08 47	7.529983	9.4846	46.291	46.729	0.557
08 47	7.529983	9.4838	46.331	46.770	0.557
08 47	7.529984	9.4833	46.351	46.790	0.553
08 47	7.529984	9.4830	46.362	46.801	0.557
08 47	7.529985	9.4829	46.378	46.818	0.564
08 47	7.529985	9.4820	46.411	46.850	0.623
08 47	7.529986	9.4817	46.411	46.850	0.733
08 47	7.529986	9.4815	46.452	46.891	0.821
08 47	7.529986	9.4819	46.471	46.911	0.875
08 47	7.529987	9.4820	46.487	46.927	0.835
08 47	7.529987	9.4829	46.495	46.936	0.751
08 47	7.529988	9.4830	46.520	46.960	0.685
08 47	7.529988	9.4830	46.547	46.988	0.645
08 47	7.529989	9.4830	46.567	47.008	0.623
08 47	7.529989	9.4830	46.583	47.024	0.604
08 47	7.529990	9.4829	46.591	47.032	0.590
08 47	7.529990	9.4827	46.616	47.057	0.579
08 47	7.529991	9.4822	46.643	47.085	0.571
08 47	7.529991	9.4820	46.663	47.105	0.568
08 47	7.529992	9.4812	46.668	47.110	0.560
08 47	7.529992	9.4806	46.700	47.142	0.557
08 47	7.529993	9.4801	46.715	47.157	0.557
08 47	7.529993	9.4796	46.747	47.190	0.557
08 47	7.529994	9.4794	46.747	47.190	0.557
08 47	7.529994	9.4796	46.775	47.218	0.553
08 47	7.529995	9.4798	46.796	47.239	0.557
08 47	7.529995	9.4794	46.812	47.256	0.568
08 47	7.529996	9.4794	46.843	47.287	0.571
08 47	7.529996	9.4791	46.835	47.279	0.568
08 47	7.529997	9.4793	46.881	47.324	0.564
08 47	7.529997	9.4793	46.903	47.347	0.560
08 47	7.529998	9.4794	46.908	47.352	0.557
08 47	7.529998	9.4788	46.928	47.372	0.560
08 47	7.529999	9.4778	46.955	47.400	0.560
08 47	7.529999	9.4773	46.976	47.421	0.564
08 47	7.530000	9.4768	46.993	47.438	0.564
08 47	7.530000	9.4760	47.012	47.457	0.564
08 47	7.530000	9.4756	47.028	47.474	0.564
08 47	7.530001	9.4752	47.048	47.493	0.560
08 47	7.530001	9.4726	47.085	47.531	0.557
08 47	7.530002	9.4685	47.076	47.521	0.557
08 47	7.530002	9.4652	47.108	47.554	0.557
08 47	7.530003	9.4636	47.149	47.595	0.560
08 47	7.530003	9.4632	47.157	47.603	0.564
08 47	7.530004	9.4624	47.160	47.607	0.564
08 47	7.530004	9.4611	47.193	47.639	0.564
08 47	7.530005	9.4593	47.232	47.679	0.568
08 47	7.530005	9.4582	47.228	47.676	0.571
08 47	7.530006	9.4583	47.269	47.717	0.571
08 47	7.530006	9.4571	47.288	47.736	0.571
08 47	7.530007	9.4569	47.305	47.753	0.575
08 47	7.530007	9.4572	47.326	47.774	0.579
08 47	7.530008	9.4578	47.352	47.800	0.586
08 47	7.530008	9.4585	47.373	47.822	0.593
08 47	7.530009	9.4597	47.389	47.838	0.593
08 47	7.530009	9.4606	47.422	47.871	0.593
08 47	7.530010	9.4605	47.433	47.882	0.593
08 47	7.530010	9.4606	47.461	47.910	0.593
08 47	7.530011	9.4613	47.493	47.943	0.586
08 47	7.530011	9.4604	47.509	47.959	0.582
08 47	7.530012	9.4587	47.529	47.979	0.582
08 47	7.530012	9.4562	47.545	47.995	0.579
08 47	7.530013	9.4525	47.578	48.028	0.582
08 47	7.530013	9.4479	47.592	48.043	0.582
08 47	7.530014	9.4452	47.617	48.068	0.582
08 47	7.530014	9.4447	47.649	48.100	0.582
08 47	7.530014	9.4438	47.665	48.117	0.582
08 47	7.530015	9.4430	47.687	48.138	0.582
08 47	7.530015	9.4431	47.701	48.153	0.586
08 47	7.530016	9.4438	47.734	48.186	0.582
08 47	7.530016	9.4447	47.750	48.202	0.582
08 47	7.530017	9.4452	47.769	48.222	0.586
08 47	7.530017	9.4451	47.797	48.250	0.582
08 47	7.530018	9.4454	47.818	48.271	0.579
08 47	7.530018	9.4452	47.846	48.299	0.575
08 47	7.530019	9.4441	47.843	48.296	0.571
08 47	7.530019	9.4424	47.893	48.347	0.568
08 47	7.530020	9.4416	47.903	48.356	0.571
08 47	7.530020	9.4403	47.930	48.384	0.568
08 47	7.530021	9.4375	47.951	48.406	0.568
08 47	7.530021	9.4355	47.977	48.432	0.568
08 47	7.530022	9.4340	47.990	48.445	0.568
08 47	7.530022	9.4332	48.023	48.478	0.571
08 47	7.530023	9.4321	48.049	48.504	0.571
08 47	7.530023	9.4308	48.059	48.514	0.564
08 47	7.530024	9.4292	48.086	48.542	0.560
08 47	7.530024	9.4274	48.107	48.563	0.557
08 47	7.530025	9.4275	48.133	48.589	0.557
08 47	7.530025	9.4287	48.143	48.599	0.557
08 47	7.530026	9.4292	48.182	48.639	0.557
08 47	7.530026	9.4293	48.194	48.650	0.549
08 47	7.530027	9.4285	48.215	48.671	0.549
08 47	7.530027	9.4279	48.242	48.699	0.560
08 47	7.530027	9.4272	48.252	48.709	0.564
08 47	7.530028	9.4280	48.289	48.747	0.560
08 47	7.530028	9.4287	48.299	48.757	0.557
08 47	7.530029	9.4289	48.327	48.785	0.553
08 47	7.530029	9.4293	48.338	48.796	0.553
08 47	7.530030	9.4295	48.372	48.831	0.553
08 47	7.530030	9.4289	48.398	48.857	0.549
08 47	7.530031	9.4285	48.408	48.867	0.549
08 47	7.530031	9.4284	48.423	48.881	0.553
08 47	7.530032	9.4270	48.458	48.917	0.553
08 47	7.530032	9.4256	48.468	48.927	0.553
08 47	7.530033	9.4248	48.494	48.954	0.553
08 47	7.530033	9.4243	48.504	48.963	0.553
08 47	7.530034	9.4242	48.530	48.990	0.553
08 47	7.530034	9.4238	48.554	49.014	0.553
08 47	7.530035	9.4239	48.564	49.024	0.553
08 47	7.530035	9.4235	48.603	49.064	0.553
08 47	7.530036	9.4230	48.600	49.060	0.557
08 47	7.530036	9.4219	48.639	49.100	0.560
08 47	7.530037	9.4211	48.650	49.111	0.557
08 47	7.530037	9.4216	48.673	49.134	0.553
08 47	7.530038	9.4212	48.688	49.149	0.560
08 47	7.530038	9.4211	48.709	49.170	0.564
08 47	7.530039	9.4217	48.735	49.196	0.557
08 47	7.530039	9.4211	48.770	49.233	0.553
08 47	7.530040	9.4207	48.769	49.231	0.560
08 47	7.530040	9.4200	48.795	49.257	0.560
08 47	7.530041	9.4193	48.819	49.282	0.557
08 47	7.530041	9.4183	48.840	49.303	0.553
08 47	7.530041	9.4175	48.868	49.331	0.549
08 47	7.530042	9.4165	48.865	49.328	0.542
08 47	7.530042	9.4167	48.915	49.379	0.542
08 47	7.530043	9.4170	48.915	49.379	0.546
08 47	7.530043	9.4160	48.938	49.402	0.546
08 47	7.530044	9.4153	48.964	49.428	0.546
08 47	7.530044	9.4151	48.975	49.439	0.557
08 47	7.530045	9.4149	49.009	49.474	0.564
08 47	7.530045	9.4144	49.011	49.475	0.560
08 47	7.530046	9.4144	49.048	49.513	0.557
08 47	7.530046	9.4141	49.058	49.523	0.557
08 47	7.530047	9.4141	49.095	49.561	0.564
08 47	7.530047	9.4138	49.095	49.561	0.560
08 47	7.530048	9.4139	49.118	49.584	0.557
08 47	7.530048	9.4133	49.131	49.597	0.549
08 47	7.530049	9.4125	49.169	49.635	0.553
08 47	7.530049	9.4117	49.190	49.656	0.557
08 47	7.530050	9.4117	49.191	49.657	0.557
08 47	7.530050	9.4110	49.216	49.682	0.557
08 47	7.530051	9.4106	49.239	49.705	0.557
08 47	7.530051	9.4092	49.265	49.731	0.557
08 47	7.530052	9.4083	49.276	49.743	0.564
08 47	7.530052	9.4078	49.286	49.753	0.582
08 47	7.530053	9.4081	49.325	49.792	0.586
08 47	7.530053	9.4088	49.336	49.804	0.579
08 47	7.530054	9.4085	49.359	49.826	0.575
08 47	7.530054	9.4092	49.372	49.840	0.568
08 47	7.530054	9.4097	49.409	49.877	0.560
08 47	7.530055	9.4094	49.419	49.887	0.553
08 47	7.530055	9.4081	49.432	49.900	0.553
08 47	7.530056	9.4070	49.456	49.925	0.549
08 47	7.530056	9.4062	49.479	49.948	0.560
08 47	7.530057	9.4057	49.505	49.974	0.568
08 47	7.530057	9.4052	49.516	49.986	0.571
08 47	7.530058	9.4046	49.529	49.999	0.571
08 47	7.530058	9.4038	49.564	50.033	0.568
08 47	7.530059	9.4036	49.577	50.046	0.564
08 47	7.530059	9.4034	49.601	50.071	0.560
08 47	7.530060	9.4036	49.624	50.094	0.560
08 47	7.530060	9.4031	49.637	50.107	0.560
08 47	7.530061	9.4024	49.661	50.132	0.564
08 47	7.530061	9.4014	49.685	50.156	0.571
08 47	7.530062	9.4000	49.695	50.166	0.571
08 47	7.530062	9.3991	49.733	50.204	0.564
08 47	7.530063	9.3979	49.733	50.204	0.568
08 47	7.530063	9.3970	49.768	50.240	0.568
08 47	7.530064	9.3960	49.781	50.253	0.564
08 47	7.530064	9.3954	49.806	50.278	0.560
08 47	7.530065	9.3950	49.830	50.302	0.557
08 47	7.530065	9.3942	49.840	50.312	0.553
08 47	7.530066	9.3945	49.877	50.350	0.553
08 47	7.530066	9.3949	49.890	50.363	0.557
08 47	7.530067	9.3954	49.913	50.386	0.571
08 47	7.530067	9.3956	49.936	50.409	0.579
08 47	7.530068	9.3956	49.962	50.435	0.586
08 47	7.530068	9.3963	49.986	50.460	0.586
08 47	7.530068	9.3961	49.998	50.471	0.593
08 47	7.530069	9.3961	50.032	50.506	0.601
08 47	7.530069	9.3952	50.033	50.507	0.601
08 47	7.530070	9.3950	50.071	50.545	0.593
08 47	7.530070	9.3947	50.093	50.568	0.586
08 47	7.530071	9.3941	50.116	50.591	0.579
08 47	7.530071	9.3935	50.131	50.606	0.575
08 47	7.530072	9.3928	50.167	50.642	0.568
08 47	7.530072	9.3923	50.178	50.653	0.564
08 47	7.530073	9.3911	50.201	50.676	0.560
08 47	7.530073	9.3911	50.227	50.703	0.560
08 47	7.530074	9.3921	50.251	50.727	0.557
08 47	7.530074	9.3923	50.274	50.750	0.557
08 47	7.530075	9.3923	50.285	50.762	0.557
08 47	7.530075	9.3914	50.311	50.788	0.557
08 47	7.530076	9.3911	50.334	50.811	0.557
08 47	7.530076	9.3905	50.358	50.836	0.557
08 47	7.530077	9.3900	50.383	50.860	0.560
08 47	7.530077	9.3900	50.405	50.883	0.560
08 47	7.530078	9.3898	50.431	50.909	0.560
08 47	7.530078	9.3898	50.443	50.921	0.571
08 47	7.530079	9.3897	50.479	50.957	0.575
08 47	7.530079	9.3892	50.479	50.957	0.571
08 47	7.530080	9.3890	50.514	50.993	0.564
08 47	7.530080	9.3888	50.539	51.018	0.560
08 47	7.530081	9.3884	50.552	51.031	0.560
08 47	7.530081	9.3884	50.588	51.067	0.557
08 47	7.530082	9.3884	50.599	51.079	0.557
08 47	7.530082	9.3881	50.622	51.101	0.560
08 47	7.530082	9.3874	50.648	51.128	0.557
08 47	7.530083	9.3865	50.659	51.139	0.549
08 47	7.530083	9.3863	50.695	51.175	0.549
08 47	7.530084	9.3863	50.719	51.200	0.546
08 47	7.530084	9.3855	50.695	51.175	0.557
08 47	7.530085	9.3851	50.804	51.285	0.564
08 47	7.530085	9.3846	50.792	51.274	0.568
08 47	7.530086	9.3848	50.804	51.285	0.568
08 47	7.530086	9.3848	50.828	51.310	0.564
08 47	7.530087	9.3851	50.852	51.335	0.568
08 47	7.530087	9.3851	50.887	51.369	0.568
08 47	7.530088	9.3855	50.888	51.371	0.560
08 47	7.530088	9.3851	50.924	51.407	0.553
08 47	7.530089	9.3850	50.935	51.418	0.549
08 47	7.530089	9.3843	50.984	51.467	0.549
08 47	7.530090	9.3846	50.984	51.467	0.549
08 47	7.530090	9.3848	51.009	51.492	0.553
08 47	7.530091	9.3848	51.044	51.528	0.557
08 47	7.530091	9.3853	51.056	51.540	0.564
08 47	7.530092	9.3851	51.080	51.564	0.568
08 47	7.530092	9.3851	51.104	51.589	0.571
08 47	7.530093	9.3846	51.116	51.600	0.575
08 47	7.530093	9.3845	51.140	51.625	0.571
08 47	7.530094	9.3842	51.176	51.661	0.564
08 47	7.530094	9.3840	51.176	51.661	0.557
08 47	7.530095	9.3842	51.213	51.699	0.553
08 47	7.530095	9.3842	51.236	51.722	0.557
08 47	7.530095	9.3839	51.249	51.735	0.564
08 47	7.530096	9.3839	51.273	51.760	0.568
08 47	7.530096	9.3840	51.285	51.771	0.571
08 47	7.530097	9.3839	51.321	51.807	0.568
08 47	7.530097	9.3835	51.334	51.820	0.568
08 47	7.530098	9.3834	51.345	51.832	0.568
08 47	7.530098	9.3832	51.381	51.868	0.564
08 47	7.530099	9.3827	51.394	51.881	0.560
08 47	7.530099	9.3827	51.417	51.904	0.557
08 47	7.530100	9.3825	51.441	51.929	0.560
08 47	7.530100	9.3825	51.441	51.929	0.568
08 47	7.530101	9.3822	51.477	51.965	0.571
08 47	7.530101	9.3822	51.501	51.989	0.571
08 47	7.530102	9.3820	51.514	52.002	0.575
08 47	7.530102	9.3820	51.525	52.014	0.571
08 47	7.530103	9.3820	51.574	52.063	0.568
08 47	7.530103	9.3820	51.574	52.063	0.568
08 47	7.530104	9.3818	51.597	52.086	0.568
08 47	7.530104	9.3818	51.610	52.099	0.560
08 47	7.530105	9.3816	51.634	52.124	0.557
08 47	7.530105	9.3814	51.657	52.147	0.557
08 47	7.530106	9.3814	51.681	52.171	0.553
08 47	7.530106	9.3814	51.694	52.185	0.553
08 47	7.530107	9.3811	51.706	52.196	0.557
08 47	7.530107	9.3811	51.742	52.232	0.560
08 47	7.530108	9.3809	51.742	52.232	0.564
08 47	7.530108	9.3808	51.777	52.268	0.571
08 47	7.530109	9.3809	51.777	52.268	0.571
08 47	7.530109	9.3808	51.815	52.306	0.575
08 47	7.530109	9.3806	51.838	52.329	0.582
08 47	7.530110	9.3806	51.838	52.329	0.586
08 47	7.530110	9.3806	51.875	52.367	0.582
08 47	7.530111	9.3806	51.886	52.378	0.575
08 47	7.530111	9.3803	51.911	52.403	0.571
08 47	7.530112	9.3801	51.922	52.414	0.575
08 47	7.530112	9.3799	51.958	52.450	0.571
08 47	7.530113	9.3799	51.971	52.464	0.564
08 47	7.530113	9.3799	51.982	52.475	0.560
08 47	7.530114	9.3797	52.007	52.500	0.560
08 47	7.530114	9.3797	52.020	52.513	0.564
08 47	7.530115	9.3795	52.055	52.549	0.568
08 47	7.530115	9.3795	52.067	52.560	0.568
08 47	7.530116	9.3793	52.091	52.585	0.575
08 47	7.530116	9.3793	52.103	52.597	0.586
08 47	7.530117	9.3790	52.127	52.621	0.586
08 47	7.530117	9.3793	52.151	52.646	0.579
08 47	7.530118	9.3792	52.176	52.670	0.571
08 47	7.530118	9.3792	52.187	52.682	0.571
08 47	7.530119	9.3787	52.223	52.718	0.571
08 47	7.530119	9.3788	52.236	52.731	0.571
08 47	7.530120	9.3787	52.260	52.756	0.575
08 47	7.530120	9.3788	52.283	52.779	0.579
08 47	7.530121	9.3788	52.296	52.792	0.582
08 47	7.530121	9.3792	52.332	52.828	0.579
08 47	7.530122	9.3792	52.332	52.828	0.571
08 47	7.530122	9.3792	52.367	52.864	0.564
08 47	7.530122	9.3787	52.380	52.877	0.564
08 47	7.530123	9.3783	52.403	52.900	0.560
08 47	7.530123	9.3783	52.428	52.925	0.564
08 47	7.530124	9.3783	52.452	52.949	0.579
08 47	7.530124	9.3780	52.463	52.961	0.582
08 47	7.530125	9.3780	52.501	52.999	0.593
08 47	7.530125	9.3783	52.512	53.010	0.619
08 47	7.530126	9.3783	52.537	53.035	0.619
08 47	7.530126	9.3778	52.561	53.059	0.604
08 47	7.530127	9.3777	52.597	53.096	0.593
08 47	7.530127	9.3774	52.597	53.096	0.579
08 47	7.530128	9.3775	52.632	53.132	0.571
08 47	7.530128	9.3772	52.644	53.143	0.568
08 47	7.530129	9.3772	52.668	53.168	0.568
08 47	7.530129	9.3771	52.693	53.192	0.571
08 47	7.530130	9.3767	52.704	53.204	0.571
08 47	7.530130	9.3764	52.728	53.228	0.582
08 47	7.530131	9.3759	52.764	53.265	0.593
08 47	7.530131	9.3761	52.789	53.289	0.590
08 47	7.530132	9.3761	52.789	53.289	0.586
08 47	7.530132	9.3759	52.824	53.325	0.582
08 47	7.530133	9.3760	52.837	53.338	0.575
08 47	7.530133	9.3759	52.873	53.375	0.568
08 47	7.530134	9.3762	52.884	53.386	0.564
08 47	7.530134	9.3767	52.920	53.422	0.568
08 47	7.530135	9.3767	52.946	53.448	0.571
08 47	7.530135	9.3769	52.958	53.460	0.568
08 47	7.530136	9.3767	52.993	53.496	0.564
08 47	7.530136	9.3762	53.006	53.509	0.571
08 47	7.530136	9.3762	53.018	53.521	0.582
08 47	7.530137	9.3757	53.054	53.557	0.597
08 47	7.530137	9.3759	53.078	53.581	0.590
08 47	7.530138	9.3757	53.089	53.593	0.575
08 47	7.530138	9.3754	53.127	53.631	0.564
08 47	7.530139	9.3750	53.127	53.631	0.560
08 47	7.530139	9.3743	53.174	53.678	0.564
08 47	7.530140	9.3741	53.174	53.678	0.575
08 47	7.530140	9.3741	53.210	53.714	0.579
08 47	7.530141	9.3740	53.234	53.739	0.571
