%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	85.167	8.9505	33.4013	25.8727	1.5873e-01	0.0930	0.557	1485.50	73.902	4.8238	7.348785
08 47	85.178	8.9500	33.4009	25.8725	1.5873e-01	0.0918	0.553	1485.50	73.911	4.8245	7.348786
08 47	85.216	8.9498	33.3990	25.8710	1.5873e-01	0.0893	0.546	1485.49	73.921	4.8252	7.348786
08 47	85.227	8.9492	33.3978	25.8702	1.5873e-01	0.0893	0.538	1485.49	73.924	4.8255	7.348787
08 47	85.252	8.9478	33.3981	25.8706	1.5873e-01	0.0869	0.535	1485.49	73.935	4.8263	7.348787
08 47	85.276	8.9470	33.3977	25.8704	1.5873e-01	0.0893	0.542	1485.48	73.939	4.8267	7.348788
08 47	85.301	8.9463	33.3976	25.8705	1.5873e-01	0.0869	0.549	1485.48	73.943	4.8271	7.348788
08 47	85.301	8.9459	33.3982	25.8710	1.5873e-01	0.0857	0.546	1485.48	73.948	4.8274	7.348789
08 47	85.348	8.9458	33.3985	25.8713	1.5873e-01	0.0869	0.546	1485.48	73.953	4.8277	7.348789
08 47	85.372	8.9459	33.3996	25.8721	1.5873e-01	0.0893	0.546	1485.48	73.958	4.8280	7.348790
08 47	85.385	8.9464	33.4008	25.8730	1.5873e-01	0.0869	0.553	1485.49	73.963	4.8283	7.348790
08 47	85.408	8.9470	33.4024	25.8741	1.5873e-01	0.0869	0.557	1485.49	73.969	4.8285	7.348791
08 47	85.433	8.9482	33.4031	25.8745	1.5873e-01	0.0845	0.549	1485.50	73.975	4.8288	7.348791
08 47	85.457	8.9488	33.4042	25.8752	1.5873e-01	0.0845	0.546	1485.50	73.981	4.8291	7.348791
08 47	85.457	8.9503	33.4050	25.8756	1.5873e-01	0.0832	0.542	1485.51	74.042	4.8328	7.348792
08 47	85.506	8.9518	33.4053	25.8756	1.5873e-01	0.0845	0.542	1485.51	73.994	4.8295	7.348792
08 47	85.517	8.9527	33.4057	25.8758	1.5873e-01	0.0857	0.542	1485.52	73.993	4.8294	7.348793
08 47	85.553	8.9533	33.4063	25.8762	1.5873e-01	0.0857	0.549	1485.52	73.992	4.8292	7.348793
08 47	85.553	8.9536	33.4061	25.8760	1.5873e-01	0.0857	0.553	1485.52	73.992	4.8292	7.348794
08 47	85.578	8.9540	33.4062	25.8760	1.5873e-01	0.0857	0.557	1485.52	74.053	4.8331	7.348794
08 47	85.615	8.9538	33.4050	25.8751	1.5873e-01	0.0857	0.564	1485.52	73.997	4.8295	7.348795
08 47	85.627	8.9528	33.4028	25.8736	1.5873e-01	0.0869	0.564	1485.52	74.058	4.8337	7.348795
08 47	85.638	8.9507	33.4017	25.8730	1.5873e-01	0.0857	0.560	1485.51	74.064	4.8343	7.348796
08 47	85.675	8.9496	33.4006	25.8723	1.5873e-01	0.0869	0.557	1485.50	74.007	4.8308	7.348796
08 47	85.687	8.9488	33.4006	25.8724	1.5873e-01	0.0906	0.568	1485.50	74.068	4.8348	7.348797
08 47	85.723	8.9483	33.4014	25.8732	1.5873e-01	0.0906	0.593	1485.50	74.080	4.8357	7.348797
08 47	85.723	8.9486	33.4015	25.8732	1.5873e-01	0.0893	0.597	1485.50	74.085	4.8359	7.348798
08 47	85.747	8.9488	33.4023	25.8737	1.5873e-01	0.0893	0.579	1485.50	74.097	4.8367	7.348798
08 47	85.772	8.9496	33.4029	25.8741	1.5873e-01	0.0906	0.560	1485.51	74.102	4.8369	7.348799
08 47	85.785	8.9505	33.4037	25.8746	1.5873e-01	0.0893	0.546	1485.51	74.107	4.8371	7.348799
08 47	85.807	8.9513	33.4039	25.8746	1.5873e-01	0.0893	0.542	1485.52	74.111	4.8373	7.348800
08 47	85.845	8.9517	33.4039	25.8746	1.5873e-01	0.0869	0.546	1485.52	74.115	4.8375	7.348800
08 47	85.868	8.9517	33.4038	25.8745	1.5873e-01	0.0906	0.549	1485.52	74.119	4.8377	7.348801
08 47	85.868	8.9522	33.4030	25.8738	1.5873e-01	0.0893	0.557	1485.52	74.122	4.8379	7.348801
08 47	85.892	8.9515	33.4030	25.8738	1.5873e-01	0.0881	0.557	1485.52	74.125	4.8382	7.348802
08 47	85.930	8.9515	33.4028	25.8737	1.5873e-01	0.0869	0.553	1485.52	74.128	4.8384	7.348802
08 47	85.928	8.9510	33.4035	25.8743	1.5873e-01	0.0845	0.557	1485.52	74.130	4.8386	7.348803
08 47	85.941	8.9520	33.4044	25.8749	1.5873e-01	0.0845	0.557	1485.52	74.132	4.8386	7.348803
08 47	85.966	8.9546	33.4051	25.8750	1.5873e-01	0.0845	0.553	1485.53	74.134	4.8384	7.348804
08 47	86.001	8.9557	33.4070	25.8763	1.5873e-01	0.0845	0.553	1485.54	74.136	4.8383	7.348804
08 47	86.026	8.9561	33.4079	25.8770	1.4652e-01	0.0845	0.546	1485.54	74.137	4.8384	7.348804
08 47	86.037	8.9566	33.4071	25.8763	1.5873e-01	0.0869	0.546	1485.54	74.138	4.8384	7.348805
08 47	86.037	8.9564	33.4062	25.8756	1.5873e-01	0.0869	0.549	1485.54	74.139	4.8385	7.348805
08 47	86.086	8.9552	33.4046	25.8746	1.5873e-01	0.0881	0.575	1485.54	74.140	4.8387	7.348806
08 47	86.098	8.9548	33.4033	25.8736	1.5873e-01	0.0869	0.590	1485.53	74.140	4.8388	7.348806
08 47	86.111	8.9534	33.4022	25.8730	1.5873e-01	0.0881	0.590	1485.53	74.140	4.8390	7.348807
08 47	86.146	8.9516	33.4024	25.8734	1.5873e-01	0.0845	0.612	1485.52	74.140	4.8392	7.348807
08 47	86.146	8.9508	33.4030	25.8740	1.5873e-01	0.0832	0.623	1485.52	74.139	4.8392	7.348808
08 47	86.182	8.9502	33.4053	25.8759	1.5873e-01	0.0796	0.608	1485.52	74.138	4.8391	7.348808
08 47	86.195	8.9510	33.4101	25.8795	1.5873e-01	0.0808	0.586	1485.53	74.075	4.8348	7.348809
08 47	86.207	8.9539	33.4126	25.8810	1.5873e-01	0.0832	0.571	1485.54	74.128	4.8378	7.348809
08 47	86.231	8.9561	33.4116	25.8799	1.5873e-01	0.0857	0.568	1485.55	74.127	4.8375	7.348810
08 47	86.256	8.9573	33.4093	25.8779	1.5873e-01	0.0881	0.575	1485.55	74.125	4.8374	7.348810
08 47	86.292	8.9574	33.4072	25.8762	1.5873e-01	0.0906	0.579	1485.55	74.123	4.8373	7.348811
08 47	86.305	8.9568	33.4066	25.8758	1.5873e-01	0.0906	0.579	1485.55	74.120	4.8372	7.348811
08 47	86.329	8.9565	33.4063	25.8757	1.5873e-01	0.0918	0.575	1485.55	74.118	4.8371	7.348812
08 47	86.340	8.9561	33.4063	25.8758	1.5873e-01	0.0930	0.571	1485.55	74.115	4.8369	7.348812
08 47	86.376	8.9550	33.4068	25.8763	1.5873e-01	0.0918	0.568	1485.54	74.111	4.8368	7.348813
08 47	86.388	8.9544	33.4079	25.8773	1.5873e-01	0.0918	0.575	1485.54	74.108	4.8366	7.348813
08 47	86.412	8.9553	33.4083	25.8774	1.5873e-01	0.0869	0.575	1485.55	74.104	4.8362	7.348814
08 47	86.437	8.9561	33.4086	25.8775	1.5873e-01	0.0869	0.571	1485.55	74.100	4.8359	7.348814
08 47	86.461	8.9563	33.4087	25.8776	1.5873e-01	0.0881	0.571	1485.55	74.095	4.8356	7.348815
08 47	86.486	8.9563	33.4084	25.8774	1.5873e-01	0.0857	0.571	1485.55	74.091	4.8353	7.348815
08 47	86.508	8.9570	33.4075	25.8765	1.5873e-01	0.0869	0.560	1485.55	74.093	4.8354	7.348816
08 47	86.546	8.9569	33.4074	25.8765	1.5873e-01	0.0869	0.549	1485.55	74.088	4.8350	7.348816
08 47	86.559	8.9566	33.4079	25.8769	1.5873e-01	0.0906	0.542	1485.55	74.083	4.8347	7.348817
08 47	86.570	8.9561	33.4082	25.8772	1.5873e-01	0.0918	0.538	1485.55	74.077	4.8344	7.348817
08 47	86.606	8.9559	33.4101	25.8787	1.5873e-01	0.0918	0.538	1485.55	74.071	4.8340	7.348818
08 47	86.606	8.9568	33.4105	25.8789	1.5873e-01	0.0906	0.538	1485.56	74.072	4.8339	7.348818
08 47	86.655	8.9578	33.4106	25.8788	1.5873e-01	0.0918	0.542	1485.56	74.066	4.8334	7.348818
08 47	86.666	8.9590	33.4095	25.8778	1.5873e-01	0.0906	0.542	1485.57	74.066	4.8334	7.348819
08 47	86.702	8.9587	33.4078	25.8765	1.5873e-01	0.0906	0.538	1485.56	74.067	4.8335	7.348819
08 47	86.727	8.9574	33.4067	25.8759	1.5873e-01	0.0906	0.535	1485.56	74.061	4.8333	7.348820
08 47	86.738	8.9560	33.4062	25.8756	1.5873e-01	0.0893	0.531	1485.55	74.062	4.8335	7.348820
08 47	86.776	8.9556	33.4073	25.8766	1.5873e-01	0.0906	0.538	1485.55	74.000	4.8295	7.348821
08 47	86.787	8.9559	33.4078	25.8769	1.4652e-01	0.0906	0.542	1485.55	73.994	4.8290	7.348821
08 47	86.825	8.9563	33.4085	25.8774	1.5873e-01	0.0906	0.542	1485.56	73.988	4.8286	7.348822
08 47	86.836	8.9570	33.4096	25.8782	1.5873e-01	0.0918	0.546	1485.56	74.044	4.8321	7.348822
08 47	86.872	8.9578	33.4108	25.8790	1.5873e-01	0.0906	0.546	1485.57	73.984	4.8281	7.348823
08 47	86.896	8.9587	33.4117	25.8796	1.5873e-01	0.0906	0.549	1485.57	73.979	4.8276	7.348823
08 47	86.908	8.9596	33.4115	25.8793	1.5873e-01	0.0893	0.546	1485.57	73.974	4.8272	7.348824
08 47	86.945	8.9599	33.4115	25.8792	1.5873e-01	0.0930	0.538	1485.58	73.969	4.8268	7.348824
08 47	86.957	8.9600	33.4121	25.8797	1.5873e-01	0.0918	0.535	1485.58	73.964	4.8265	7.348825
08 47	86.994	8.9601	33.4120	25.8796	1.5873e-01	0.0918	0.538	1485.58	73.960	4.8262	7.348825
08 47	87.005	8.9602	33.4117	25.8793	1.5873e-01	0.0893	0.557	1485.58	73.956	4.8260	7.348826
08 47	87.041	8.9603	33.4116	25.8792	1.5873e-01	0.0881	0.575	1485.58	73.953	4.8257	7.348826
08 47	87.066	8.9602	33.4122	25.8797	1.5873e-01	0.0893	0.579	1485.58	73.950	4.8255	7.348827
08 47	87.090	8.9604	33.4119	25.8794	1.5873e-01	0.0906	0.586	1485.58	73.947	4.8253	7.348827
08 47	87.103	8.9605	33.4109	25.8786	1.5873e-01	0.0942	0.590	1485.58	73.944	4.8251	7.348828
08 47	87.137	8.9599	33.4097	25.8778	1.5873e-01	0.0954	0.586	1485.58	73.942	4.8251	7.348828
08 47	87.164	8.9591	33.4084	25.8769	1.5873e-01	0.0942	0.579	1485.57	73.940	4.8251	7.348829
08 47	87.173	8.9580	33.4088	25.8774	1.5873e-01	0.0930	0.564	1485.57	73.938	4.8251	7.348829
08 47	87.199	8.9573	33.4105	25.8788	1.5873e-01	0.0881	0.549	1485.57	73.936	4.8250	7.348830
08 47	87.222	8.9580	33.4113	25.8793	1.5873e-01	0.0857	0.546	1485.57	73.935	4.8248	7.348830
08 47	87.248	8.9586	33.4118	25.8796	1.5873e-01	0.0881	0.542	1485.58	73.934	4.8247	7.348831
08 47	87.271	8.9591	33.4118	25.8795	1.5873e-01	0.0906	0.531	1485.58	73.872	4.8205	7.348831
08 47	87.284	8.9592	33.4115	25.8793	1.5873e-01	0.0906	0.535	1485.58	73.926	4.8241	7.348832
08 47	87.318	8.9592	33.4113	25.8791	1.5873e-01	0.0893	0.535	1485.58	73.926	4.8241	7.348832
08 47	87.333	8.9591	33.4099	25.8781	1.5873e-01	0.0906	0.538	1485.58	73.920	4.8237	7.348832
08 47	87.369	8.9586	33.4092	25.8776	1.5873e-01	0.0906	0.538	1485.58	73.920	4.8239	7.348833
08 47	87.380	8.9581	33.4094	25.8779	1.5873e-01	0.0893	0.535	1485.57	73.921	4.8240	7.348833
08 47	87.405	8.9583	33.4105	25.8786	1.5873e-01	0.0893	0.538	1485.58	73.922	4.8240	7.348834
08 47	87.428	8.9591	33.4107	25.8787	1.5873e-01	0.0893	0.538	1485.58	73.923	4.8240	7.348834
08 47	87.441	8.9591	33.4109	25.8788	1.5873e-01	0.0918	0.546	1485.58	73.925	4.8241	7.348835
08 47	87.463	8.9590	33.4112	25.8791	1.5873e-01	0.0930	0.557	1485.58	73.927	4.8242	7.348835
08 47	87.490	8.9597	33.4123	25.8799	1.5873e-01	0.0918	0.564	1485.59	73.929	4.8242	7.348836
08 47	87.501	8.9609	33.4133	25.8804	1.5873e-01	0.0906	0.564	1485.59	73.932	4.8242	7.348836
08 47	87.538	8.9616	33.4135	25.8805	1.5873e-01	0.0906	0.557	1485.60	73.935	4.8243	7.348837
08 47	87.548	8.9618	33.4136	25.8805	1.5873e-01	0.0918	0.549	1485.60	73.938	4.8245	7.348837
08 47	87.563	8.9617	33.4141	25.8809	1.5873e-01	0.0918	0.542	1485.60	73.941	4.8247	7.348838
08 47	87.597	8.9619	33.4136	25.8805	1.5873e-01	0.0918	0.542	1485.60	73.945	4.8250	7.348838
08 47	87.610	8.9622	33.4134	25.8803	1.5873e-01	0.0881	0.538	1485.60	73.949	4.8252	7.348839
08 47	87.633	8.9621	33.4132	25.8802	1.5873e-01	0.0893	0.538	1485.60	73.953	4.8255	7.348839
08 47	87.648	8.9621	33.4132	25.8802	1.5873e-01	0.0906	0.538	1485.60	73.957	4.8258	7.348840
08 47	87.682	8.9619	33.4131	25.8801	1.5873e-01	0.0893	0.535	1485.60	73.962	4.8261	7.348840
08 47	87.693	8.9617	33.4132	25.8803	1.5873e-01	0.0893	0.538	1485.60	73.968	4.8265	7.348841
08 47	87.719	8.9616	33.4128	25.8799	1.5873e-01	0.0869	0.538	1485.60	73.973	4.8269	7.348841
08 47	87.718	8.9613	33.4124	25.8797	1.5873e-01	0.0869	0.538	1485.60	73.979	4.8273	7.348842
08 47	87.755	8.9609	33.4124	25.8797	1.5873e-01	0.0845	0.538	1485.59	73.985	4.8277	7.348842
08 47	87.767	8.9608	33.4122	25.8796	1.5873e-01	0.0869	0.542	1485.59	73.991	4.8281	7.348843
08 47	87.793	8.9606	33.4127	25.8800	1.5873e-01	0.0881	0.542	1485.59	73.998	4.8286	7.348843
08 47	87.816	8.9606	33.4121	25.8795	1.4652e-01	0.0881	0.549	1485.59	74.005	4.8291	7.348844
08 47	87.829	8.9605	33.4120	25.8795	1.5873e-01	0.0893	0.553	1485.59	74.012	4.8295	7.348844
08 47	87.851	8.9604	33.4116	25.8792	1.5873e-01	0.0893	0.549	1485.59	74.012	4.8296	7.348845
08 47	87.864	8.9603	33.4119	25.8795	1.5873e-01	0.0881	0.549	1485.59	74.012	4.8296	7.348845
08 47	87.887	8.9603	33.4123	25.8798	1.5873e-01	0.0906	0.546	1485.59	74.012	4.8296	7.348845
08 47	87.902	8.9605	33.4129	25.8802	1.5873e-01	0.0893	0.542	1485.60	74.020	4.8300	7.348846
08 47	87.923	8.9609	33.4129	25.8801	1.5873e-01	0.0906	0.538	1485.60	74.020	4.8300	7.348846
08 47	87.949	8.9611	33.4126	25.8799	1.5873e-01	0.0857	0.535	1485.60	74.021	4.8300	7.348847
08 47	87.972	8.9608	33.4126	25.8799	1.5873e-01	0.0881	0.538	1485.60	74.021	4.8301	7.348847
08 47	87.974	8.9611	33.4125	25.8798	1.5873e-01	0.0906	0.538	1485.60	73.960	4.8261	7.348848
08 47	88.008	8.9610	33.4119	25.8793	1.5873e-01	0.0893	0.538	1485.60	74.015	4.8297	7.348848
08 47	88.032	8.9609	33.4118	25.8792	1.5873e-01	0.0906	0.542	1485.60	74.016	4.8298	7.348849
08 47	88.047	8.9604	33.4109	25.8787	1.5873e-01	0.0869	0.546	1485.60	74.017	4.8299	7.348849
08 47	88.068	8.9592	33.4112	25.8791	1.5873e-01	0.0869	0.549	1485.59	73.956	4.8261	7.348850
08 47	88.083	8.9582	33.4115	25.8794	1.5873e-01	0.0857	0.553	1485.59	73.950	4.8258	7.348850
08 47	88.106	8.9584	33.4112	25.8792	1.5873e-01	0.0832	0.549	1485.59	74.006	4.8294	7.348851
08 47	88.132	8.9581	33.4114	25.8794	1.5873e-01	0.0845	0.546	1485.59	73.946	4.8255	7.348851
08 47	88.142	8.9585	33.4120	25.8798	1.5873e-01	0.0845	0.553	1485.59	73.941	4.8251	7.348852
08 47	88.143	8.9590	33.4128	25.8804	1.5873e-01	0.0832	0.557	1485.59	73.935	4.8247	7.348852
08 47	88.202	8.9598	33.4126	25.8800	1.5873e-01	0.0845	0.553	1485.60	73.869	4.8203	7.348853
08 47	88.202	8.9604	33.4124	25.8798	1.5873e-01	0.0845	0.546	1485.60	73.919	4.8235	7.348853
08 47	88.228	8.9607	33.4120	25.8794	1.5873e-01	0.0869	0.542	1485.60	73.916	4.8232	7.348854
08 47	88.251	8.9604	33.4114	25.8790	1.5873e-01	0.0857	0.546	1485.60	73.912	4.8231	7.348854
08 47	88.264	8.9601	33.4107	25.8785	1.5873e-01	0.0857	0.549	1485.60	73.901	4.8224	7.348855
08 47	88.287	8.9600	33.4100	25.8780	1.5873e-01	0.0845	0.549	1485.60	73.898	4.8222	7.348855
08 47	88.277	8.9599	33.4092	25.8773	1.5873e-01	0.0869	0.546	1485.60	73.895	4.8221	7.348856
08 47	88.358	8.9593	33.4085	25.8769	1.4652e-01	0.0881	0.538	1485.59	73.831	4.8180	7.348856
08 47	88.358	8.9582	33.4087	25.8772	1.5873e-01	0.0918	0.535	1485.59	73.884	4.8215	7.348857
08 47	88.373	8.9572	33.4094	25.8780	1.5873e-01	0.0930	0.542	1485.59	73.882	4.8215	7.348857
08 47	88.407	8.9570	33.4097	25.8782	1.5873e-01	0.0930	0.549	1485.59	73.819	4.8174	7.348858
08 47	88.409	8.9566	33.4108	25.8792	1.5873e-01	0.0930	0.553	1485.59	73.872	4.8209	7.348858
08 47	88.443	8.9570	33.4121	25.8801	1.5873e-01	0.0918	0.549	1485.59	73.872	4.8207	7.348859
08 47	88.456	8.9569	33.4131	25.8809	1.5873e-01	0.0893	0.549	1485.59	73.809	4.8167	7.348859
08 47	88.482	8.9576	33.4136	25.8812	1.5873e-01	0.0893	0.546	1485.60	73.803	4.8161	7.348859
08 47	88.492	8.9576	33.4140	25.8815	1.5873e-01	0.0906	0.546	1485.60	73.796	4.8157	7.348860
08 47	88.518	8.9582	33.4142	25.8815	1.5873e-01	0.0906	0.542	1485.60	73.791	4.8153	7.348860
08 47	88.552	8.9583	33.4143	25.8816	1.5873e-01	0.0893	0.542	1485.60	73.786	4.8149	7.348861
08 47	88.565	8.9586	33.4135	25.8809	1.5873e-01	0.0906	0.538	1485.60	73.781	4.8146	7.348861
08 47	88.591	8.9596	33.4125	25.8800	1.5873e-01	0.0893	0.538	1485.60	73.777	4.8143	7.348862
08 47	88.626	8.9600	33.4120	25.8796	1.5873e-01	0.0881	0.538	1485.61	73.774	4.8141	7.348862
08 47	88.627	8.9601	33.4121	25.8796	1.5873e-01	0.0881	0.535	1485.61	73.771	4.8139	7.348863
08 47	88.662	8.9600	33.4123	25.8798	1.5873e-01	0.0893	0.542	1485.61	73.769	4.8137	7.348863
08 47	88.673	8.9597	33.4133	25.8806	1.5873e-01	0.0893	0.553	1485.61	73.706	4.8096	7.348864
08 47	88.701	8.9598	33.4140	25.8811	1.5873e-01	0.0893	0.568	1485.61	73.698	4.8091	7.348864
08 47	88.722	8.9600	33.4141	25.8812	1.5873e-01	0.0893	0.575	1485.61	73.753	4.8126	7.348865
08 47	88.733	8.9607	33.4141	25.8810	1.5873e-01	0.0881	0.579	1485.61	73.754	4.8126	7.348865
08 47	88.772	8.9611	33.4139	25.8808	1.5873e-01	0.0881	0.579	1485.61	73.755	4.8127	7.348866
08 47	88.782	8.9611	33.4140	25.8809	1.5873e-01	0.0881	0.571	1485.61	73.757	4.8128	7.348866
08 47	88.808	8.9613	33.4145	25.8812	1.5873e-01	0.0893	0.560	1485.62	73.760	4.8129	7.348867
08 47	88.818	8.9616	33.4144	25.8812	1.5873e-01	0.0869	0.557	1485.62	73.763	4.8131	7.348867
08 47	88.856	8.9616	33.4146	25.8813	1.5873e-01	0.0881	0.553	1485.62	73.767	4.8133	7.348868
08 47	88.870	8.9619	33.4147	25.8813	1.5873e-01	0.0906	0.549	1485.62	73.771	4.8136	7.348868
08 47	88.891	8.9621	33.4147	25.8813	1.5873e-01	0.0893	0.549	1485.62	73.714	4.8098	7.348869
08 47	88.927	8.9623	33.4152	25.8817	1.5873e-01	0.0869	0.549	1485.62	73.713	4.8097	7.348869
08 47	88.942	8.9625	33.4156	25.8820	1.5873e-01	0.0893	0.546	1485.62	73.774	4.8137	7.348870
08 47	88.963	8.9631	33.4154	25.8817	1.5873e-01	0.0881	0.538	1485.63	73.719	4.8101	7.348870
08 47	88.955	8.9632	33.4156	25.8819	1.5873e-01	0.0857	0.538	1485.63	73.782	4.8141	7.348871
08 47	89.048	8.9635	33.4155	25.8817	1.5873e-01	0.0881	0.549	1485.63	73.730	4.8107	7.348871
08 47	89.012	8.9635	33.4152	25.8815	1.5873e-01	0.0881	0.560	1485.63	73.724	4.8103	7.348872
08 47	89.063	8.9634	33.4150	25.8813	1.5873e-01	0.0881	0.571	1485.63	73.789	4.8146	7.348872
08 47	89.072	8.9632	33.4148	25.8813	1.5873e-01	0.0881	0.582	1485.63	73.738	4.8113	7.348872
08 47	89.097	8.9632	33.4147	25.8811	1.5873e-01	0.0869	0.608	1485.63	73.743	4.8116	7.348873
08 47	89.112	8.9629	33.4143	25.8808	1.5873e-01	0.0869	0.615	1485.63	73.803	4.8156	7.348873
08 47	89.146	8.9625	33.4138	25.8806	1.5873e-01	0.0869	0.597	1485.63	73.808	4.8160	7.348874
08 47	89.157	8.9622	33.4139	25.8807	1.5873e-01	0.0857	0.575	1485.63	73.760	4.8128	7.348874
08 47	89.172	8.9621	33.4135	25.8804	1.5873e-01	0.0845	0.568	1485.62	73.759	4.8128	7.348875
08 47	89.206	8.9622	33.4133	25.8802	1.5873e-01	0.0881	0.564	1485.63	73.759	4.8128	7.348875
08 47	89.231	8.9619	33.4132	25.8802	1.5873e-01	0.0893	0.560	1485.62	73.760	4.8129	7.348876
08 47	89.245	8.9620	33.4133	25.8803	1.5873e-01	0.0857	0.549	1485.63	73.754	4.8125	7.348876
08 47	89.266	8.9617	33.4139	25.8807	1.5873e-01	0.0832	0.546	1485.63	73.756	4.8126	7.348877
08 47	89.302	8.9617	33.4145	25.8812	1.5873e-01	0.0845	0.542	1485.63	73.758	4.8128	7.348877
08 47	89.292	8.9620	33.4144	25.8811	1.5873e-01	0.0857	0.538	1485.63	73.761	4.8129	7.348878
08 47	89.340	8.9621	33.4143	25.8810	1.5873e-01	0.0869	0.538	1485.63	73.765	4.8131	7.348878
08 47	89.363	8.9622	33.4146	25.8812	1.5873e-01	0.0857	0.535	1485.63	73.707	4.8094	7.348879
08 47	89.354	8.9623	33.4148	25.8813	1.5873e-01	0.0881	0.531	1485.63	73.766	4.8132	7.348879
08 47	89.411	8.9625	33.4148	25.8813	1.5873e-01	0.0881	0.527	1485.63	73.765	4.8131	7.348880
08 47	89.423	8.9630	33.4151	25.8815	1.5873e-01	0.0869	0.527	1485.63	73.770	4.8134	7.348880
08 47	89.447	8.9633	33.4158	25.8820	1.5873e-01	0.0893	0.531	1485.64	73.777	4.8138	7.348881
08 47	89.462	8.9638	33.4161	25.8821	1.5873e-01	0.0906	0.535	1485.64	73.714	4.8096	7.348881
08 47	89.472	8.9640	33.4163	25.8823	1.5873e-01	0.0869	0.538	1485.64	73.776	4.8137	7.348882
08 47	89.521	8.9643	33.4159	25.8819	1.5873e-01	0.0857	0.531	1485.64	73.723	4.8102	7.348882
08 47	89.524	8.9645	33.4161	25.8820	1.5873e-01	0.0845	0.527	1485.64	73.779	4.8138	7.348883
08 47	89.557	8.9646	33.4159	25.8819	1.5873e-01	0.0869	0.531	1485.64	73.720	4.8099	7.348883
08 47	89.570	8.9643	33.4156	25.8817	1.5873e-01	0.0881	0.531	1485.64	73.715	4.8096	7.348884
08 47	89.584	8.9644	33.4153	25.8814	1.5873e-01	0.0893	0.538	1485.64	73.773	4.8134	7.348884
08 47	89.617	8.9641	33.4151	25.8813	1.5873e-01	0.0918	0.542	1485.64	73.715	4.8097	7.348885
08 47	89.630	8.9638	33.4144	25.8808	1.5873e-01	0.0893	0.546	1485.64	73.773	4.8135	7.348885
08 47	89.653	8.9635	33.4150	25.8813	1.5873e-01	0.0906	0.560	1485.64	73.778	4.8138	7.348886
08 47	89.680	8.9634	33.4152	25.8815	1.5873e-01	0.0881	0.648	1485.64	73.721	4.8101	7.348886
08 47	89.702	8.9635	33.4156	25.8818	1.5873e-01	0.0869	0.652	1485.64	73.719	4.8100	7.348886
08 47	89.726	8.9634	33.4155	25.8817	1.5873e-01	0.0881	0.612	1485.64	73.717	4.8099	7.348887
08 47	89.754	8.9631	33.4161	25.8822	1.5873e-01	0.0869	0.586	1485.64	73.710	4.8094	7.348887
08 47	89.762	8.9633	33.4162	25.8823	1.5873e-01	0.0893	0.582	1485.64	73.702	4.8089	7.348888
08 47	89.786	8.9638	33.4168	25.8827	1.5873e-01	0.0881	0.579	1485.65	73.702	4.8088	7.348888
08 47	89.822	8.9637	33.4169	25.8827	1.5873e-01	0.0881	0.564	1485.65	73.764	4.8129	7.348889
08 47	89.839	8.9641	33.4162	25.8821	1.5873e-01	0.0918	0.553	1485.65	73.710	4.8093	7.348889
08 47	89.860	8.9643	33.4161	25.8821	1.5873e-01	0.0881	0.553	1485.65	73.711	4.8094	7.348890
08 47	89.883	8.9644	33.4162	25.8821	1.5873e-01	0.0869	0.553	1485.65	73.713	4.8095	7.348890
08 47	89.896	8.9641	33.4159	25.8819	1.5873e-01	0.0845	0.557	1485.65	73.716	4.8097	7.348891
08 47	89.935	8.9641	33.4159	25.8819	1.5873e-01	0.0857	0.560	1485.65	73.719	4.8099	7.348891
08 47	89.945	8.9634	33.4165	25.8825	1.4652e-01	0.0869	0.557	1485.65	73.723	4.8102	7.348892
08 47	89.967	8.9636	33.4159	25.8820	1.5873e-01	0.0820	0.560	1485.65	73.720	4.8100	7.348892
08 47	89.980	8.9637	33.4162	25.8822	1.5873e-01	0.0820	0.568	1485.65	73.717	4.8098	7.348893
08 47	90.020	8.9636	33.4162	25.8823	1.5873e-01	0.0857	0.568	1485.65	73.722	4.8101	7.348893
08 47	90.029	8.9639	33.4161	25.8821	1.5873e-01	0.0869	0.560	1485.65	73.720	4.8100	7.348894
08 47	90.065	8.9637	33.4161	25.8821	1.5873e-01	0.0893	0.560	1485.65	73.726	4.8104	7.348894
08 47	90.077	8.9639	33.4160	25.8821	1.5873e-01	0.0893	0.564	1485.65	73.725	4.8103	7.348895
08 47	90.093	8.9641	33.4160	25.8820	1.5873e-01	0.0869	0.579	1485.65	73.724	4.8102	7.348895
08 47	90.126	8.9640	33.4163	25.8822	1.5873e-01	0.0869	0.586	1485.65	73.731	4.8107	7.348896
08 47	90.150	8.9641	33.4161	25.8821	1.5873e-01	0.0845	0.586	1485.65	73.731	4.8107	7.348896
08 47	90.161	8.9645	33.4168	25.8826	1.5873e-01	0.0869	0.582	1485.65	73.732	4.8107	7.348897
08 47	90.178	8.9645	33.4177	25.8833	1.5873e-01	0.0869	0.575	1485.66	73.740	4.8112	7.348897
08 47	90.210	8.9645	33.4188	25.8841	1.5873e-01	0.0857	0.568	1485.66	73.810	4.8157	7.348898
08 47	90.235	8.9649	33.4189	25.8841	1.5873e-01	0.0845	0.568	1485.66	73.757	4.8122	7.348898
